343;1382;6073.0;4309.0
466;1376;6073.0;4310.0
588;1371;6073.0;4311.0
711;1366;6073.0;4312.0
834;1361;6073.0;4313.0
956;1356;6073.0;4314.0
1080;1351;6073.0;4315.0
1202;1346;6073.0;4316.0
1326;1341;6073.0;4317.0
1449;1337;6073.0;4318.0
1573;1332;6073.0;4319.0
1696;1327;6073.0;4320.0
1820;1322;6073.0;4321.0
1943;1317;6073.0;4322.0
2060;1312;6073.0;4323.0
77;1515;6072.0;4307.0
103;1514;6072.0;4307.0
225;1509;6072.0;4308.0
348;1504;6072.0;4309.0
471;1499;6072.0;4310.0
594;1494;6072.0;4311.0
716;1490;6072.0;4312.0
839;1484;6072.0;4313.0
962;1479;6072.0;4314.0
1085;1474;6072.0;4315.0
1208;1469;6072.0;4316.0
1331;1465;6072.0;4317.0
1454;1461;6072.0;4318.0
1578;1456;6072.0;4319.0
1701;1450;6072.0;4320.0
1824;1445;6072.0;4321.0
1948;1441;6072.0;4322.0
2060;1436;6072.0;4323.0
77;1639;6071.0;4307.0
108;1637;6071.0;4307.0
230;1634;6071.0;4308.0
354;1628;6071.0;4309.0
477;1623;6071.0;4310.0
600;1618;6071.0;4311.0
722;1612;6071.0;4312.0
845;1607;6071.0;4313.0
968;1602;6071.0;4314.0
1091;1597;6071.0;4315.0
1214;1593;6071.0;4316.0
1336;1588;6071.0;4317.0
1459;1584;6071.0;4318.0
1582;1578;6071.0;4319.0
1705;1573;6071.0;4320.0
1829;1568;6071.0;4321.0
1953;1563;6071.0;4322.0
2060;1559;6071.0;4323.0
77;1761;6070.0;4307.0
113;1760;6070.0;4307.0
236;1755;6070.0;4308.0
359;1750;6070.0;4309.0
482;1745;6070.0;4310.0
605;1740;6070.0;4311.0
727;1735;6070.0;4312.0
849;1730;6070.0;4313.0
972;1725;6070.0;4314.0
1096;1720;6070.0;4315.0
1218;1715;6070.0;4316.0
1340;1710;6070.0;4317.0
1463;1706;6070.0;4318.0
1587;1702;6070.0;4319.0
1711;1696;6070.0;4320.0
1835;1692;6070.0;4321.0
1959;1686;6070.0;4322.0
2060;1682;6070.0;4323.0
77;1885;6069.0;4307.0
118;1883;6069.0;4307.0
241;1878;6069.0;4308.0
364;1873;6069.0;4309.0
487;1868;6069.0;4310.0
610;1863;6069.0;4311.0
733;1859;6069.0;4312.0
855;1853;6069.0;4313.0
978;1849;6069.0;4314.0
1101;1843;6069.0;4315.0
1224;1838;6069.0;4316.0
1347;1833;6069.0;4317.0
1469;1830;6069.0;4318.0
1593;1825;6069.0;4319.0
1716;1819;6069.0;4320.0
1839;1814;6069.0;4321.0
1963;1809;6069.0;4322.0
2060;1805;6069.0;4323.0
78;2007;6068.0;4307.0
124;2005;6068.0;4307.0
247;2001;6068.0;4308.0
369;1996;6068.0;4309.0
494;1991;6068.0;4310.0
615;1985;6068.0;4311.0
739;1981;6068.0;4312.0
861;1977;6068.0;4313.0
983;1972;6068.0;4314.0
1106;1967;6068.0;4315.0
1229;1962;6068.0;4316.0
1352;1958;6068.0;4317.0
1475;1954;6068.0;4318.0
1598;1948;6068.0;4319.0
1721;1943;6068.0;4320.0
1844;1938;6068.0;4321.0
1968;1933;6068.0;4322.0
2060;1930;6068.0;4323.0
78;2131;6067.0;4307.0
130;2129;6067.0;4307.0
252;2125;6067.0;4308.0
376;2119;6067.0;4309.0
499;2114;6067.0;4310.0
621;2109;6067.0;4311.0
743;2104;6067.0;4312.0
866;2099;6067.0;4313.0
988;2095;6067.0;4314.0
1112;2090;6067.0;4315.0
1234;2084;6067.0;4316.0
1357;2080;6067.0;4317.0
1481;2076;6067.0;4318.0
1603;2071;6067.0;4319.0
1726;2066;6067.0;4320.0
1849;2061;6067.0;4321.0
1973;2056;6067.0;4322.0
2060;2052;6067.0;4323.0
78;2254;6066.0;4307.0
136;2252;6066.0;4307.0
257;2247;6066.0;4308.0
381;2242;6066.0;4309.0
504;2237;6066.0;4310.0
626;2232;6066.0;4311.0
749;2227;6066.0;4312.0
871;2222;6066.0;4313.0
994;2217;6066.0;4314.0
1117;2212;6066.0;4315.0
1240;2207;6066.0;4316.0
1362;2202;6066.0;4317.0
1485;2199;6066.0;4318.0
1608;2194;6066.0;4319.0
1731;2188;6066.0;4320.0
1855;2183;6066.0;4321.0
1979;2178;6066.0;4322.0
2060;2175;6066.0;4323.0
78;2377;6065.0;4307.0
141;2374;6065.0;4307.0
263;2370;6065.0;4308.0
386;2365;6065.0;4309.0
509;2360;6065.0;4310.0
631;2354;6065.0;4311.0
754;2350;6065.0;4312.0
877;2345;6065.0;4313.0
998;2340;6065.0;4314.0
1122;2335;6065.0;4315.0
1244;2330;6065.0;4316.0
1366;2325;6065.0;4317.0
1490;2322;6065.0;4318.0
1613;2317;6065.0;4319.0
1736;2311;6065.0;4320.0
1859;2306;6065.0;4321.0
1983;2301;6065.0;4322.0
2060;2298;6065.0;4323.0
77;2455;6064.0;4307.0
144;2455;6064.0;4307.0
266;2455;6064.0;4308.0
389;2455;6064.0;4309.0
513;2455;6064.0;4310.0
635;2456;6064.0;4311.0
758;2455;6064.0;4312.0
880;2456;6064.0;4313.0
1003;2456;6064.0;4314.0
1127;2456;6064.0;4315.0
1249;2452;6064.0;4316.0
1372;2447;6064.0;4317.0
1495;2444;6064.0;4318.0
1618;2439;6064.0;4319.0
1741;2434;6064.0;4320.0
1865;2429;6064.0;4321.0
1988;2424;6064.0;4322.0
2060;2421;6064.0;4323.0
1249;2456;6063.0;4316.0
1372;2455;6063.0;4317.0
1495;2457;6063.0;4318.0
1619;2457;6063.0;4319.0
1742;2457;6063.0;4320.0
1865;2457;6063.0;4321.0
1989;2457;6063.0;4322.0
2060;2456;6063.0;4323.0
